"","SECTOR_DESC","SHORT_DESC","COMMODITY_DESC","AGG_LEVEL_DESC","STATE_FIPS_CODE","STATE_ALPHA","STATE_NAME","COUNTY_CODE","COUNTY_NAME","To_acres","fips","crop","Ir_acres","Pct_irr"
"404","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",32,"NV","NEVADA","033","WHITE PINE",24291,"32033","HAY & HAYLAGE",24291,100
"405","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","031","PIUTE",10650,"49031","HAY & HAYLAGE",10331,97
"406","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","033","LAKE",1251,"06033","HAY & HAYLAGE",59,4.72
"407","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",32,"NV","NEVADA","510","CARSON CITY",367,"32510","HAY & HAYLAGE",367,100
"408","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","029","LUNA",6850,"35029","HAY & HAYLAGE",6688,97.64
"409","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","033","RICH",40701,"49033","HAY & HAYLAGE",36752,90.3
"410","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","035","LASSEN",34176,"06035","HAY & HAYLAGE",29971,87.7
"411","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","033","DOLORES",6395,"08033","HAY & HAYLAGE",5777,90.34
"412","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","031","MCKINLEY",491,"35031","HAY & HAYLAGE",439,89.41
"413","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","035","SALT LAKE",2230,"49035","HAY & HAYLAGE",2095,93.95
"414","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","037","LOS ANGELES",6054,"06037","HAY & HAYLAGE",3668,60.59
"415","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","035","DOUGLAS",10500,"08035","HAY & HAYLAGE",1775,16.9
"416","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","033","MORA",9342,"35033","HAY & HAYLAGE",8051,86.18
"417","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","037","SAN JUAN",6939,"49037","HAY & HAYLAGE",5068,73.04
"418","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","039","MADERA",29840,"06039","HAY & HAYLAGE",27316,91.54
"419","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","037","EAGLE",11393,"08037","HAY & HAYLAGE",11146,97.83
"420","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","039","SANPETE",51212,"49039","HAY & HAYLAGE",49304,96.27
"421","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","041","MARIN",9158,"06041","HAY & HAYLAGE",2210,24.13
"422","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","039","ELBERT",34765,"08039","HAY & HAYLAGE",5487,15.78
"423","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","037","QUAY",7675,"35037","HAY & HAYLAGE",4288,55.87
"424","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","041","SEVIER",31379,"49041","HAY & HAYLAGE",31089,99.08
"425","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","041","EL PASO",15812,"08041","HAY & HAYLAGE",4257,26.92
"426","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",14636,"35039","HAY & HAYLAGE",13599,92.91
"427","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","043","SUMMIT",18490,"49043","HAY & HAYLAGE",12608,68.19
"428","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","045","MENDOCINO",7592,"06045","HAY & HAYLAGE",2523,33.23
"429","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","043","FREMONT",8830,"08043","HAY & HAYLAGE",8552,96.85
"430","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","041","ROOSEVELT",37969,"35041","HAY & HAYLAGE",20665,54.43
"431","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","045","TOOELE",14523,"49045","HAY & HAYLAGE",14034,96.63
"432","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","047","MERCED",137631,"06047","HAY & HAYLAGE",121295,88.13
"433","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","045","GARFIELD",39902,"08045","HAY & HAYLAGE",36378,91.17
"434","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","043","SANDOVAL",4882,"35043","HAY & HAYLAGE",4737,97.03
"435","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","047","UINTAH",42515,"49047","HAY & HAYLAGE",40355,94.92
"436","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","049","MODOC",90476,"06049","HAY & HAYLAGE",85552,94.56
"437","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","045","SAN JUAN",36645,"35045","HAY & HAYLAGE",36185,98.74
"438","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","049","UTAH",39125,"49049","HAY & HAYLAGE",36163,92.43
"439","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","051","MONO",7377,"06051","HAY & HAYLAGE",7377,100
"440","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","049","GRAND",30932,"08049","HAY & HAYLAGE",28945,93.58
"441","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","047","SAN MIGUEL",4671,"35047","HAY & HAYLAGE",4032,86.32
"442","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","053","MONTEREY",10087,"06053","HAY & HAYLAGE",4984,49.41
"443","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","051","GUNNISON",41177,"08051","HAY & HAYLAGE",41084,99.77
"444","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","049","SANTA FE",7325,"35049","HAY & HAYLAGE",7049,96.23
"445","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","053","WASHINGTON",8507,"49053","HAY & HAYLAGE",6787,79.78
"446","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","055","NAPA",1375,"06055","HAY & HAYLAGE",1006,73.16
"447","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","053","HINSDALE",947,"08053","HAY & HAYLAGE",767,80.99
"448","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","051","SIERRA",3613,"35051","HAY & HAYLAGE",2623,72.6
"449","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","057","NEVADA",644,"06057","HAY & HAYLAGE",439,68.17
"450","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","055","HUERFANO",8843,"08055","HAY & HAYLAGE",7328,82.87
"451","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","053","SOCORRO",10141,"35053","HAY & HAYLAGE",10071,99.31
"452","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",49,"UT","UTAH","057","WEBER",16226,"49057","HAY & HAYLAGE",13581,83.7
"453","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","057","JACKSON",60927,"08057","HAY & HAYLAGE",58209,95.54
"454","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","055","TAOS",10975,"35055","HAY & HAYLAGE",9943,90.6
"455","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","061","PLACER",4435,"06061","HAY & HAYLAGE",2707,61.04
"456","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","059","JEFFERSON",2446,"08059","HAY & HAYLAGE",470,19.22
"457","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","063","PLUMAS",11438,"06063","HAY & HAYLAGE",8724,76.27
"458","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","061","KIOWA",5242,"08061","HAY & HAYLAGE",1269,24.21
"459","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",35,"NM","NEW MEXICO","059","UNION",6617,"35059","HAY & HAYLAGE",3935,59.47
"460","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","065","RIVERSIDE",55820,"06065","HAY & HAYLAGE",49322,88.36
"461","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","063","KIT CARSON",24116,"08063","HAY & HAYLAGE",5638,23.38
"462","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","067","SACRAMENTO",25263,"06067","HAY & HAYLAGE",17700,70.06
"463","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","065","LAKE",460,"08065","HAY & HAYLAGE",420,91.3
"464","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","069","SAN BENITO",4610,"06069","HAY & HAYLAGE",1816,39.39
"465","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","067","LA PLATA",35218,"08067","HAY & HAYLAGE",33962,96.43
"466","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","071","SAN BERNARDINO",12691,"06071","HAY & HAYLAGE",12250,96.53
"467","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","069","LARIMER",38955,"08069","HAY & HAYLAGE",26931,69.13
"468","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","073","SAN DIEGO",6126,"06073","HAY & HAYLAGE",1392,22.72
"469","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","071","LAS ANIMAS",17809,"08071","HAY & HAYLAGE",12085,67.86
"470","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","073","LINCOLN",31641,"08073","HAY & HAYLAGE",3706,11.71
"471","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",89558,"06077","HAY & HAYLAGE",82621,92.25
"472","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","075","LOGAN",56557,"08075","HAY & HAYLAGE",34560,61.11
"473","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","079","SAN LUIS OBISPO",14232,"06079","HAY & HAYLAGE",4687,32.93
"474","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","077","MESA",36164,"08077","HAY & HAYLAGE",34515,95.44
"475","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","081","SAN MATEO",858,"06081","HAY & HAYLAGE",125,14.57
"476","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","079","MINERAL",370,"08079","HAY & HAYLAGE",340,91.89
"477","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","083","SANTA BARBARA",6096,"06083","HAY & HAYLAGE",3769,61.83
"478","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","081","MOFFAT",37534,"08081","HAY & HAYLAGE",23515,62.65
"479","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","085","SANTA CLARA",3543,"06085","HAY & HAYLAGE",1574,44.43
"480","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","083","MONTEZUMA",47886,"08083","HAY & HAYLAGE",46346,96.78
"481","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","087","SANTA CRUZ",492,"06087","HAY & HAYLAGE",190,38.62
"482","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","085","MONTROSE",31859,"08085","HAY & HAYLAGE",30540,95.86
"483","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","089","SHASTA",16552,"06089","HAY & HAYLAGE",11124,67.21
"484","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","087","MORGAN",40188,"08087","HAY & HAYLAGE",31091,77.36
"485","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","091","SIERRA",2314,"06091","HAY & HAYLAGE",2172,93.86
"486","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","089","OTERO",29845,"08089","HAY & HAYLAGE",28655,96.01
"487","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","093","SISKIYOU",66621,"06093","HAY & HAYLAGE",57953,86.99
"488","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","091","OURAY",7838,"08091","HAY & HAYLAGE",6920,88.29
"489","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","095","SOLANO",43135,"06095","HAY & HAYLAGE",37437,86.79
"490","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","093","PARK",6924,"08093","HAY & HAYLAGE",5925,85.57
"491","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","097","SONOMA",23608,"06097","HAY & HAYLAGE",9376,39.72
"492","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","095","PHILLIPS",5248,"08095","HAY & HAYLAGE",2688,51.22
"493","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","099","STANISLAUS",76427,"06099","HAY & HAYLAGE",71342,93.35
"494","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","097","PITKIN",4494,"08097","HAY & HAYLAGE",4164,92.66
"495","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","101","SUTTER",7013,"06101","HAY & HAYLAGE",5089,72.57
"496","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","099","PROWERS",57812,"08099","HAY & HAYLAGE",51006,88.23
"497","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","103","TEHAMA",11722,"06103","HAY & HAYLAGE",7275,62.06
"498","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","101","PUEBLO",10626,"08101","HAY & HAYLAGE",7655,72.04
"499","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","105","TRINITY",590,"06105","HAY & HAYLAGE",276,46.78
"500","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","103","RIO BLANCO",28624,"08103","HAY & HAYLAGE",23334,81.52
"501","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","107","TULARE",145707,"06107","HAY & HAYLAGE",132080,90.65
"502","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","105","RIO GRANDE",44547,"08105","HAY & HAYLAGE",43863,98.46
"503","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","107","ROUTT",46475,"08107","HAY & HAYLAGE",29677,63.86
"504","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","109","SAGUACHE",60609,"08109","HAY & HAYLAGE",59734,98.56
"505","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","113","YOLO",43716,"06113","HAY & HAYLAGE",36552,83.61
"506","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",6,"CA","CALIFORNIA","115","YUBA",3984,"06115","HAY & HAYLAGE",2577,64.68
"507","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","115","SEDGWICK",5696,"08115","HAY & HAYLAGE",4014,70.47
"508","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","119","TELLER",1643,"08119","HAY & HAYLAGE",598,36.4
"509","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","121","WASHINGTON",47421,"08121","HAY & HAYLAGE",12887,27.18
"510","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","123","WELD",134532,"08123","HAY & HAYLAGE",104301,77.53
"511","CROPS","HAY & HAYLAGE - ACRES HARVESTED","HAY & HAYLAGE","COUNTY",8,"CO","COLORADO","125","YUMA",19607,"08125","HAY & HAYLAGE",13462,68.66
"512","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","007","BUTTE",74115,"06007","RICE",74115,100
"513","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","011","COLUSA",125348,"06011","RICE",125348,100
"514","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",2219,"06019","RICE",2219,100
"515","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","021","GLENN",81735,"06021","RICE",81735,100
"516","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","047","MERCED",1660,"06047","RICE",1660,100
"517","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","061","PLACER",5815,"06061","RICE",5815,100
"518","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","067","SACRAMENTO",3170,"06067","RICE",3170,100
"519","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",2693,"06077","RICE",2693,100
"520","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","089","SHASTA",260,"06089","RICE",260,100
"521","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","101","SUTTER",87093,"06101","RICE",87093,100
"522","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","103","TEHAMA",899,"06103","RICE",899,100
"523","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","113","YOLO",25191,"06113","RICE",25191,100
"524","CROPS","RICE - ACRES HARVESTED","RICE","COUNTY",6,"CA","CALIFORNIA","115","YUBA",24516,"06115","RICE",24516,100
"525","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","001","ADAMS",8124,"08001","SUNFLOWER",168,2.07
"526","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","009","BACA",5961,"08009","SUNFLOWER",2488,41.74
"527","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",6,"CA","CALIFORNIA","011","COLUSA",8092,"06011","SUNFLOWER",4885,60.37
"528","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",6,"CA","CALIFORNIA","025","IMPERIAL",774,"06025","SUNFLOWER",464,59.95
"529","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","063","KIT CARSON",13005,"08063","SUNFLOWER",3242,24.93
"530","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",3686,"06077","SUNFLOWER",3686,100
"531","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",6,"CA","CALIFORNIA","095","SOLANO",9400,"06095","SUNFLOWER",7594,80.79
"532","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",6,"CA","CALIFORNIA","101","SUTTER",7205,"06101","SUNFLOWER",5535,76.82
"533","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","099","PROWERS",1798,"08099","SUNFLOWER",1186,65.96
"534","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",6,"CA","CALIFORNIA","113","YOLO",20367,"06113","SUNFLOWER",15401,75.62
"535","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","115","SEDGWICK",5013,"08115","SUNFLOWER",144,2.87
"536","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","121","WASHINGTON",2318,"08121","SUNFLOWER",466,20.1
"537","CROPS","SUNFLOWER - ACRES HARVESTED","SUNFLOWER","COUNTY",8,"CO","COLORADO","123","WELD",3692,"08123","SUNFLOWER",1408,38.14
"538","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","001","ADAMS",910,"08001","SUGARBEETS",910,100
"539","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","013","BOULDER",704,"08013","SUGARBEETS",704,100
"540","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","069","LARIMER",1508,"08069","SUGARBEETS",1508,100
"541","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","075","LOGAN",5984,"08075","SUGARBEETS",5984,100
"542","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","087","MORGAN",1517,"08087","SUGARBEETS",1517,100
"543","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","095","PHILLIPS",1292,"08095","SUGARBEETS",1292,100
"544","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","123","WELD",14520,"08123","SUGARBEETS",14520,100
"545","CROPS","SUGARBEETS - ACRES HARVESTED","SUGARBEETS","COUNTY",8,"CO","COLORADO","125","YUMA",4083,"08125","SUGARBEETS",4083,100
"546","CROPS","PEANUTS - ACRES HARVESTED","PEANUTS","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",20,"06019","PEANUTS",20,100
"547","CROPS","PEANUTS - ACRES HARVESTED","PEANUTS","COUNTY",35,"NM","NEW MEXICO","025","LEA",3762,"35025","PEANUTS",3762,100
"548","CROPS","CHICKPEAS - ACRES HARVESTED","CHICKPEAS","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",1394,"06077","CHICKPEAS",1394,100
"549","CROPS","CHICKPEAS - ACRES HARVESTED","CHICKPEAS","COUNTY",6,"CA","CALIFORNIA","093","SISKIYOU",3,"06093","CHICKPEAS",3,100
"550","CROPS","CHICKPEAS - ACRES HARVESTED","CHICKPEAS","COUNTY",6,"CA","CALIFORNIA","113","YOLO",2654,"06113","CHICKPEAS",2104,79.28
"551","CROPS","TRITICALE - ACRES HARVESTED","TRITICALE","COUNTY",32,"NV","NEVADA","001","CHURCHILL",8,"32001","TRITICALE",8,100
"552","CROPS","PEAS, DRY EDIBLE - ACRES HARVESTED","PEAS","COUNTY",6,"CA","CALIFORNIA","057","NEVADA",3,"06057","PEAS, DRY EDIBLE",3,100
