"","SECTOR_DESC","SHORT_DESC","COMMODITY_DESC","AGG_LEVEL_DESC","STATE_FIPS_CODE","STATE_ALPHA","STATE_NAME","COUNTY_CODE","COUNTY_NAME","To_acres","fips","crop","Ir_acres","Pct_irr"
"1161","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","117","SUMMIT",87,"08117","HAYLAGE, ALFALFA",78,89.66
"1162","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","123","WELD",12065,"08123","HAYLAGE, ALFALFA",12030,99.71
"1163","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","013","BOULDER",893,"08013","HAYLAGE, (EXCL ALFALFA)",721,80.74
"1164","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","021","CONEJOS",2768,"08021","HAYLAGE, (EXCL ALFALFA)",2006,72.47
"1165","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","029","DELTA",723,"08029","HAYLAGE, (EXCL ALFALFA)",723,100
"1166","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","035","DOUGLAS",968,"08035","HAYLAGE, (EXCL ALFALFA)",105,10.85
"1167","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","037","EAGLE",692,"08037","HAYLAGE, (EXCL ALFALFA)",672,97.11
"1168","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","043","FREMONT",480,"08043","HAYLAGE, (EXCL ALFALFA)",386,80.42
"1169","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","059","JEFFERSON",210,"08059","HAYLAGE, (EXCL ALFALFA)",57,27.14
"1170","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","067","LA PLATA",1344,"08067","HAYLAGE, (EXCL ALFALFA)",1207,89.81
"1171","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","069","LARIMER",3037,"08069","HAYLAGE, (EXCL ALFALFA)",2482,81.73
"1172","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","071","LAS ANIMAS",744,"08071","HAYLAGE, (EXCL ALFALFA)",100,13.44
"1173","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","077","MESA",677,"08077","HAYLAGE, (EXCL ALFALFA)",629,92.91
"1174","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","087","MORGAN",687,"08087","HAYLAGE, (EXCL ALFALFA)",325,47.31
"1175","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","089","OTERO",1892,"08089","HAYLAGE, (EXCL ALFALFA)",1762,93.13
"1176","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","101","PUEBLO",862,"08101","HAYLAGE, (EXCL ALFALFA)",412,47.8
"1177","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","107","ROUTT",2606,"08107","HAYLAGE, (EXCL ALFALFA)",1606,61.63
"1178","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","117","SUMMIT",1297,"08117","HAYLAGE, (EXCL ALFALFA)",1297,100
"1179","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",8,"CO","COLORADO","123","WELD",7979,"08123","HAYLAGE, (EXCL ALFALFA)",5794,72.62
"1180","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",4,"AZ","ARIZONA","001","APACHE",1582,"04001","CORN, TRADITIONAL OR INDIAN",408,25.79
"1181","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","001","BERNALILLO",3,"35001","CORN, TRADITIONAL OR INDIAN",3,100
"1182","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",4,"AZ","ARIZONA","005","COCONINO",394,"04005","CORN, TRADITIONAL OR INDIAN",166,42.13
"1183","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","006","CIBOLA",195,"35006","CORN, TRADITIONAL OR INDIAN",22,11.28
"1184","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",8,"CO","COLORADO","013","BOULDER",7,"08013","CORN, TRADITIONAL OR INDIAN",7,100
"1185","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",4,"AZ","ARIZONA","017","NAVAJO",1794,"04017","CORN, TRADITIONAL OR INDIAN",144,8.03
"1186","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","031","MCKINLEY",335,"35031","CORN, TRADITIONAL OR INDIAN",61,18.21
"1187","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","033","MORA",2,"35033","CORN, TRADITIONAL OR INDIAN",2,100
"1188","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",32,"35039","CORN, TRADITIONAL OR INDIAN",32,100
"1189","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","043","SANDOVAL",83,"35043","CORN, TRADITIONAL OR INDIAN",69,83.13
"1190","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","045","SAN JUAN",1246,"35045","CORN, TRADITIONAL OR INDIAN",1076,86.36
"1191","CROPS","CORN, TRADITIONAL OR INDIAN - ACRES HARVESTED","CORN","COUNTY",8,"CO","COLORADO","101","PUEBLO",3,"08101","CORN, TRADITIONAL OR INDIAN",3,100
"1192","CROPS","HOPS - ACRES HARVESTED","HOPS","COUNTY",32,"NV","NEVADA","005","DOUGLAS",7,"32005","HOPS",7,100
"1193","CROPS","HOPS - ACRES HARVESTED","HOPS","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",4,"35039","HOPS",4,100
"1194","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",7,"06019","HERBS, DRY",7,100
"1195","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","033","LAKE",4,"06033","HERBS, DRY",4,100
"1196","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",8,"CO","COLORADO","001","ADAMS",3,"08001","HERBS, DRY",3,100
"1197","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","041","MARIN",6,"06041","HERBS, DRY",6,100
"1198","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","057","NEVADA",6,"06057","HERBS, DRY",3,50
"1199","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","059","ORANGE",5,"06059","HERBS, DRY",5,100
"1200","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","065","RIVERSIDE",682,"06065","HERBS, DRY",682,100
"1201","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","073","SAN DIEGO",19,"06073","HERBS, DRY",19,100
"1202","CROPS","HERBS, DRY - ACRES HARVESTED","HERBS","COUNTY",6,"CA","CALIFORNIA","103","TEHAMA",6,"06103","HERBS, DRY",6,100
"1203","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",4,"AZ","ARIZONA","019","PIMA",6,"04019","FIELD CROPS, OTHER",6,100
"1204","CROPS","HOPS - ACRES HARVESTED","HOPS","COUNTY",6,"CA","CALIFORNIA","073","SAN DIEGO",5,"06073","HOPS",5,100
"1205","CROPS","HOPS - ACRES HARVESTED","HOPS","COUNTY",6,"CA","CALIFORNIA","093","SISKIYOU",3,"06093","HOPS",3,100
"1206","CROPS","HOPS - ACRES HARVESTED","HOPS","COUNTY",6,"CA","CALIFORNIA","097","SONOMA",4,"06097","HOPS",4,100
"1207","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",49,"UT","UTAH","027","MILLARD",4305,"49027","FIELD CROPS, OTHER",4305,100
"1208","CROPS","MINT, TEA LEAVES - ACRES HARVESTED","MINT","COUNTY",6,"CA","CALIFORNIA","065","RIVERSIDE",3,"06065","MINT, TEA LEAVES",3,100
"1209","CROPS","MINT, TEA LEAVES - ACRES HARVESTED","MINT","COUNTY",6,"CA","CALIFORNIA","085","SANTA CLARA",20,"06085","MINT, TEA LEAVES",20,100
"1210","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",6,"CA","CALIFORNIA","021","GLENN",161,"06021","FIELD CROPS, OTHER",161,100
"1211","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",6,"CA","CALIFORNIA","055","NAPA",3,"06055","FIELD CROPS, OTHER",3,100
"1212","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",8,"CO","COLORADO","003","ALAMOSA",450,"08003","FIELD CROPS, OTHER",450,100
"1213","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",8,"CO","COLORADO","013","BOULDER",10,"08013","FIELD CROPS, OTHER",10,100
"1214","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",8,"CO","COLORADO","029","DELTA",1332,"08029","FIELD CROPS, OTHER",633,47.52
"1215","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",8,"CO","COLORADO","043","FREMONT",43,"08043","FIELD CROPS, OTHER",43,100
"1216","CROPS","FIELD CROPS, OTHER - ACRES HARVESTED","FIELD CROPS, OTHER","COUNTY",8,"CO","COLORADO","123","WELD",700,"08123","FIELD CROPS, OTHER",700,100
"1217","CROPS","CORN, GRAIN - ACRES HARVESTED","CORN","COUNTY",4,"AZ","ARIZONA","009","GRAHAM",5156,"04009","CORN, GRAIN",NA,75.69
"1218","CROPS","CORN, GRAIN - ACRES HARVESTED","CORN","COUNTY",8,"CO","COLORADO","045","GARFIELD",390,"08045","CORN, GRAIN",NA,73.55
"1219","CROPS","CORN, GRAIN - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","059","UNION",8067,"35059","CORN, GRAIN",NA,74.08
"1220","CROPS","CORN, GRAIN - ACRES HARVESTED","CORN","COUNTY",6,"CA","CALIFORNIA","073","SAN DIEGO",214,"06073","CORN, GRAIN",NA,97.36
"1221","CROPS","CORN, GRAIN - ACRES HARVESTED","CORN","COUNTY",8,"CO","COLORADO","083","MONTEZUMA",3578,"08083","CORN, GRAIN",NA,73.55
"1222","CROPS","CORN, GRAIN - ACRES HARVESTED","CORN","COUNTY",6,"CA","CALIFORNIA","101","SUTTER",6386,"06101","CORN, GRAIN",NA,97.36
"1223","CROPS","CORN, SILAGE - ACRES HARVESTED","CORN","COUNTY",6,"CA","CALIFORNIA","023","HUMBOLDT",919,"06023","CORN, SILAGE",NA,97.36
"1224","CROPS","CORN, SILAGE - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","029","LUNA",1565,"35029","CORN, SILAGE",NA,74.08
"1225","CROPS","CORN, SILAGE - ACRES HARVESTED","CORN","COUNTY",35,"NM","NEW MEXICO","049","SANTA FE",7285,"35049","CORN, SILAGE",NA,74.08
"1226","CROPS","CORN, SILAGE - ACRES HARVESTED","CORN","COUNTY",6,"CA","CALIFORNIA","079","SAN LUIS OBISPO",52,"06079","CORN, SILAGE",NA,97.36
"1227","CROPS","CORN, SILAGE - ACRES HARVESTED","CORN","COUNTY",6,"CA","CALIFORNIA","081","SAN MATEO",3,"06081","CORN, SILAGE",NA,97.36
"1228","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","005","ARAPAHOE",35106,"08005","WHEAT",NA,40.69
"1229","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",49,"UT","UTAH","011","DAVIS",1244,"49011","WHEAT",NA,42.38
"1230","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",35,"NM","NEW MEXICO","015","EDDY",284,"35015","WHEAT",NA,36.24
"1231","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",49,"UT","UTAH","021","IRON",596,"49021","WHEAT",NA,42.38
"1232","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","023","HUMBOLDT",13,"06023","WHEAT",NA,59.84
"1233","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",35,"NM","NEW MEXICO","025","LEA",1712,"35025","WHEAT",NA,36.24
"1234","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",49,"UT","UTAH","027","MILLARD",6097,"49027","WHEAT",NA,42.38
"1235","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","029","DELTA",1496,"08029","WHEAT",NA,40.69
"1236","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","033","LAKE",10,"06033","WHEAT",NA,59.84
"1237","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","035","LASSEN",688,"06035","WHEAT",NA,59.84
"1238","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","033","DOLORES",15008,"08033","WHEAT",NA,40.69
"1239","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","035","DOUGLAS",1500,"08035","WHEAT",NA,40.69
"1240","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",49,"UT","UTAH","037","SAN JUAN",34692,"49037","WHEAT",NA,42.38
"1241","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","037","EAGLE",960,"08037","WHEAT",NA,40.69
"1242","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","041","MARIN",3,"06041","WHEAT",NA,59.84
"1243","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","039","ELBERT",22094,"08039","WHEAT",NA,40.69
"1244","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","041","EL PASO",504,"08041","WHEAT",NA,40.69
"1245","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","045","GARFIELD",325,"08045","WHEAT",NA,40.69
"1246","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",49,"UT","UTAH","047","UINTAH",380,"49047","WHEAT",NA,42.38
"1247","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",49,"UT","UTAH","057","WEBER",862,"49057","WHEAT",NA,42.38
"1248","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",35,"NM","NEW MEXICO","057","TORRANCE",762,"35057","WHEAT",NA,36.24
"1249","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","067","LA PLATA",2355,"08067","WHEAT",NA,40.69
"1250","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","071","LAS ANIMAS",6793,"08071","WHEAT",NA,40.69
"1251","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","077","MESA",2821,"08077","WHEAT",NA,40.69
"1252","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","081","MOFFAT",10961,"08081","WHEAT",NA,40.69
"1253","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","085","MONTROSE",320,"08085","WHEAT",NA,40.69
"1254","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","089","SHASTA",173,"06089","WHEAT",NA,59.84
"1255","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","097","SONOMA",373,"06097","WHEAT",NA,59.84
"1256","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","099","STANISLAUS",721,"06099","WHEAT",NA,59.84
"1257","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",6,"CA","CALIFORNIA","103","TEHAMA",621,"06103","WHEAT",NA,59.84
"1258","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","105","RIO GRANDE",1741,"08105","WHEAT",NA,40.69
"1259","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","107","ROUTT",970,"08107","WHEAT",NA,40.69
"1260","CROPS","WHEAT - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","113","SAN MIGUEL",654,"08113","WHEAT",NA,40.69
"1261","CROPS","WHEAT, WINTER - ACRES HARVESTED","WHEAT","COUNTY",8,"CO","COLORADO","014","BROOMFIELD",660,"08014","WHEAT, WINTER",NA,40.69
"1262","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",49,"UT","UTAH","003","BOX ELDER",140,"49003","OATS",NA,88.39
"1263","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",49,"UT","UTAH","005","CACHE",128,"49005","OATS",NA,88.39
"1264","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",403,"06019","OATS",NA,92.63
"1265","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","021","GLENN",692,"06021","OATS",NA,92.63
"1266","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","025","IMPERIAL",439,"06025","OATS",NA,92.63
"1267","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",49,"UT","UTAH","027","MILLARD",97,"49027","OATS",NA,88.39
"1268","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","031","KINGS",45,"06031","OATS",NA,92.63
"1269","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",8,"CO","COLORADO","029","DELTA",72,"08029","OATS",NA,77.77
"1270","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",8,"CO","COLORADO","039","ELBERT",184,"08039","OATS",NA,77.77
"1271","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",8,"CO","COLORADO","063","KIT CARSON",387,"08063","OATS",NA,77.77
"1272","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",8,"CO","COLORADO","067","LA PLATA",530,"08067","OATS",NA,77.77
"1273","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","073","SAN DIEGO",122,"06073","OATS",NA,92.63
"1274","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",2599,"06077","OATS",NA,92.63
"1275","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",8,"CO","COLORADO","075","LOGAN",497,"08075","OATS",NA,77.77
"1276","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","081","SAN MATEO",164,"06081","OATS",NA,92.63
"1277","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",8,"CO","COLORADO","085","MONTROSE",127,"08085","OATS",NA,77.77
"1278","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","093","SISKIYOU",534,"06093","OATS",NA,92.63
"1279","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","097","SONOMA",750,"06097","OATS",NA,92.63
"1280","CROPS","OATS - ACRES HARVESTED","OATS","COUNTY",6,"CA","CALIFORNIA","113","YOLO",324,"06113","OATS",NA,92.63
"1281","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","021","GLENN",624,"06021","BARLEY",NA,63.44
"1282","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",49,"UT","UTAH","023","JUAB",466,"49023","BARLEY",NA,77.57
"1283","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",49,"UT","UTAH","027","MILLARD",3246,"49027","BARLEY",NA,77.57
"1284","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","031","KINGS",628,"06031","BARLEY",NA,63.44
"1285","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",49,"UT","UTAH","031","PIUTE",260,"49031","BARLEY",NA,77.57
"1286","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","039","MADERA",95,"06039","BARLEY",NA,63.44
"1287","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",49,"UT","UTAH","041","SEVIER",114,"49041","BARLEY",NA,77.57
"1288","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","053","MONTEREY",3569,"06053","BARLEY",NA,63.44
"1289","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",49,"UT","UTAH","055","WAYNE",57,"49055","BARLEY",NA,77.57
"1290","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",49,"UT","UTAH","057","WEBER",591,"49057","BARLEY",NA,77.57
"1291","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",8,"CO","COLORADO","067","LA PLATA",146,"08067","BARLEY",NA,95.83
"1292","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",8,"CO","COLORADO","075","LOGAN",260,"08075","BARLEY",NA,95.83
"1293","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","079","SAN LUIS OBISPO",8630,"06079","BARLEY",NA,63.44
"1294","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",8,"CO","COLORADO","085","MONTROSE",109,"08085","BARLEY",NA,95.83
"1295","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","095","SOLANO",1380,"06095","BARLEY",NA,63.44
"1296","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",6,"CA","CALIFORNIA","107","TULARE",274,"06107","BARLEY",NA,63.44
"1297","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",8,"CO","COLORADO","109","SAGUACHE",14116,"08109","BARLEY",NA,95.83
"1298","CROPS","BARLEY - ACRES HARVESTED","BARLEY","COUNTY",8,"CO","COLORADO","125","YUMA",600,"08125","BARLEY",NA,95.83
"1299","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","039","ELBERT",5804,"08039","SORGHUM, GRAIN",NA,30.21
"1300","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","041","EL PASO",268,"08041","SORGHUM, GRAIN",NA,30.21
"1301","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","045","GARFIELD",312,"08045","SORGHUM, GRAIN",NA,30.21
"1302","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","073","LINCOLN",12734,"08073","SORGHUM, GRAIN",NA,30.21
"1303","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","075","LOGAN",14404,"08075","SORGHUM, GRAIN",NA,30.21
"1304","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","087","MORGAN",1203,"08087","SORGHUM, GRAIN",NA,30.21
"1305","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","095","PHILLIPS",1458,"08095","SORGHUM, GRAIN",NA,30.21
"1306","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","115","SEDGWICK",3211,"08115","SORGHUM, GRAIN",NA,30.21
"1307","CROPS","SORGHUM, GRAIN - ACRES HARVESTED","SORGHUM","COUNTY",8,"CO","COLORADO","125","YUMA",9432,"08125","SORGHUM, GRAIN",NA,30.21
"1308","CROPS","SORGHUM, SILAGE - ACRES HARVESTED","SORGHUM","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",4630,"06019","SORGHUM, SILAGE",NA,89.62
"1309","CROPS","SORGHUM, SILAGE - ACRES HARVESTED","SORGHUM","COUNTY",6,"CA","CALIFORNIA","047","MERCED",2479,"06047","SORGHUM, SILAGE",NA,89.62
"1310","CROPS","SORGHUM, SILAGE - ACRES HARVESTED","SORGHUM","COUNTY",35,"NM","NEW MEXICO","053","SOCORRO",1185,"35053","SORGHUM, SILAGE",NA,47.54
"1311","CROPS","SOYBEANS - ACRES HARVESTED","SOYBEANS","COUNTY",8,"CO","COLORADO","017","CHEYENNE",258,"08017","SOYBEANS",NA,78.86
"1312","CROPS","SOYBEANS - ACRES HARVESTED","SOYBEANS","COUNTY",8,"CO","COLORADO","063","KIT CARSON",5095,"08063","SOYBEANS",NA,78.86
"1313","CROPS","SOYBEANS - ACRES HARVESTED","SOYBEANS","COUNTY",8,"CO","COLORADO","075","LOGAN",944,"08075","SOYBEANS",NA,78.86
"1314","CROPS","SOYBEANS - ACRES HARVESTED","SOYBEANS","COUNTY",8,"CO","COLORADO","085","MONTROSE",376,"08085","SOYBEANS",NA,78.86
"1315","CROPS","SOYBEANS - ACRES HARVESTED","SOYBEANS","COUNTY",8,"CO","COLORADO","095","PHILLIPS",247,"08095","SOYBEANS",NA,78.86
"1316","CROPS","SOYBEANS - ACRES HARVESTED","SOYBEANS","COUNTY",8,"CO","COLORADO","115","SEDGWICK",1696,"08115","SOYBEANS",NA,78.86
"1317","CROPS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - ACRES HARVESTED","BEANS","COUNTY",4,"AZ","ARIZONA","001","APACHE",13,"04001","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA)",NA,99.98
"1318","CROPS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - ACRES HARVESTED","BEANS","COUNTY",8,"CO","COLORADO","001","ADAMS",935,"08001","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA)",NA,83.31
